名稱,註冊號碼,地址,統編,緯度,經度,日期
品元實業股份有限公司仁愛廠,99719324,新北市八里區仁愛路122號1樓,80657892,121.41006,25.15903,中華民國59年08月23日 03:38:51
萬得富實業股份有限公司,99719389,新北市土城區亞洲路108巷12號,28863442,121.43379,24.97271,中華民國59年08月23日 03:38:51
韋樺有限公司深坑廠,99719394,新北市深坑區北深路三段一五五巷一七號八樓,89455144,121.60232,25.00247,中華民國59年08月23日 03:38:51
遠冠股份有限公司中和廠,99719424,新北市中和區連城路２２２巷２弄２號１、２樓,70840941,121.49134,24.99702,中華民國59年08月23日 03:38:51
吳記蛋品有限公司,99719463,新北市三峽區隆恩街一六三號一、二樓,96964517,121.36247,24.94269,中華民國59年08月23日 03:38:51
禾膳食號,99719470,新北市板橋區和平路24巷12號1樓,82091491,121.46051,24.99386,中華民國59年08月23日 03:38:51
鴻皓國際有限公司八里廠,99719538,新北市八里區忠孝路170號2樓,79987918,121.42344,25.16092,中華民國59年08月23日 03:38:51
皇登企業有限公司,99719553,新北市汐止區大安街五二巷一三號,27875434,121.67845,25.07313,中華民國59年08月23日 03:38:51
糖坊食品有限公司,99719589,新北市新店區中正路五０一之一二號五樓,12866990,121.53358,24.98362,中華民國59年08月23日 03:38:51
萬灃國際有限公司深坑廠,99719600,新北市深坑區北深路三段一五五巷七號八樓,23723598,121.60261,25.00285,中華民國59年08月23日 03:38:51
貝克利有限公司,99719592,新北市五股區五工五路二四號一樓,80481254,121.4521,25.06479,中華民國59年08月23日 03:38:51
台灣司麥爾食品股份有限公司,99719614,新北市五股區五工六路七六號,24422579,121.4487,25.07,中華民國59年08月23日 03:38:51
鮮到味有限公司,99719648,新北市三重區中興北街四二號一、二樓及四二巷九號,24386258,121.46907,25.06161,中華民國59年08月23日 03:38:51
金吉王食品股份有限公司五股廠,99719663,新北市五股區五工六路五一號二樓,28194040,121.44602,25.06679,中華民國59年08月23日 03:38:51
如頤有限公司,99719693,新北市中和區建八路一二三號一樓,25042908,121.48966,24.99875,中華民國59年08月23日 03:38:51
明津食品有限公司,99719695,新北市三重區中興北街104巷19號1樓,42697888,121.46813,25.05444,中華民國59年08月23日 03:38:51
豐強食品有限公司,99719731,新北市樹林區俊英街一三二號二樓,80072146,121.42723,25.00593,中華民國59年08月23日 03:38:51
紘一實業有限公司三重廠,99719749,新北市三重區光復路2段42巷15號1、2、3樓,86202244,121.47094,25.05492,中華民國59年08月23日 03:38:51
紅象食品有限公司,99719760,新北市板橋區信義路一六三巷四號一樓,25053714,121.45923,24.99264,中華民國59年08月23日 03:38:51
大亞新紀企業有限公司泰山廠,99719788,新北市泰山區明志路三段五一三號一０樓,12858226,121.42116,25.03203,中華民國59年08月23日 03:38:51
陞邦食品技術開發有限公司,99719846,新北市汐止區中興路一八三巷四號四樓,28185154,121.62826,25.06586,中華民國59年08月23日 03:38:51
麗多國際生技股份有限公司,99719868,新北市新店區中正路五０一之一一號三樓,70363187,121.53358,24.98362,中華民國59年08月23日 03:38:51
名佳香食品行,99719865,新北市土城區亞洲路一一巷一弄三一號一樓,30301860,121.43594,24.97198,中華民國59年08月23日 03:38:51
尚頂好食品廠新店廠,99719882,新北市新店區寶興路四五巷八弄一六號一樓,49925248,121.55083,24.9747,中華民國59年08月23日 03:38:51
長合發商行,99719896,新北市三重區中興北街四二巷一八號（一、二樓）,30308408,121.46907,25.04918,中華民國59年08月23日 03:38:51
新閎食品股份有限公司,99719934,新北市三峽區橫溪路九五號,89690801,121.39865,24.93548,中華民國59年08月23日 03:38:51
欣威西點麵包工廠,99719963,新北市三重區新北大道2段76號1、2樓,29275463,121.47047,25.06167,中華民國59年08月23日 03:38:51
海樂國際有限公司五股廠,99725646,新北市五股區五權三路一五號,25066210,121.45219,25.06367,中華民國59年08月23日 03:38:51
通記食品有限公司,99725682,新北市新莊區化成路五五四巷二號一、二樓,80732392,121.46662,25.05383,中華民國59年08月23日 03:38:51
阿多瑪生化科技有限公司一廠,99725700,新北市淡水區中正東路一段三巷三一號六樓,25102779,121.45192,25.1656,中華民國59年08月23日 03:38:51
廣晟食品股份有限公司,99725734,新北市泰山區泰林路二段306巷7號1、2、3樓,25014874,121.43092,25.06339,中華民國59年08月23日 03:38:51
尚鱻食品有限公司,99725754,新北市三重區中興北街二四七巷一六號一樓,29147284,121.46988,25.05934,中華民國59年08月23日 03:38:51
府城事業有限公司,99725771,新北市樹林區三俊街八一巷二一、二三號一、二樓,80042214,121.41567,25.01644,中華民國59年08月23日 03:38:51
三協成食品有限公司,99725792,新北市淡水區奎柔山路256號1、2樓,24251580,121.45639,25.20509,中華民國59年08月23日 03:38:51
藍海國際餐飲股份有限公司五股廠,99725833,新北市五股區五工六路24號（1、2、3、4樓）,27730677,121.4492,25.06336,中華民國59年08月23日 03:38:51
兩班家有限公司汐止廠,99725954,新北市汐止區福德一路三九二巷二二弄二八、三０號一、二樓,27332404,121.6281,25.06161,中華民國59年08月23日 03:38:51
甲品香食品有限公司,99725955,新北市樹林區鎮前街二六九巷二一號一樓,29142035,121.4198,24.98517,中華民國59年08月23日 03:38:51
四季齋食品有限公司樹林廠,99725982,新北市樹林區中山路二段一五一巷一四弄二三號,16334453,121.40698,24.97693,中華民國59年08月23日 03:38:51
簪香食品有限公司,99726030,新北市新店區寶橋路二三五巷六弄三號二樓,97092413,121.55212,24.98058,中華民國59年08月23日 03:38:51
青海生物科技股份有限公司,99726048,新北市新莊區五權一路五號之七(一樓),29155158,121.45793,25.06617,中華民國59年08月23日 03:38:51
施百得利食品有限公司,99726103,新北市樹林區大安路五四八號九樓,29139432,121.41324,24.98533,中華民國59年08月23日 03:38:51
維昌食品有限公司土城廠,99726115,新北市土城區永豐路一九五巷二七弄一六號三樓,28881271,121.4733,24.98014,中華民國59年08月23日 03:38:51
銀杏生物科技有限公司中和廠,99726129,新北市中和區建一路三號四樓,86729492,121.4882,25.00396,中華民國59年08月23日 03:38:51
元宜州食品有限公司,99726128,新北市三重區光華路五二號一樓,29176941,121.46779,25.05973,中華民國59年08月23日 03:38:51
小潘蛋糕坊,1000070,新北市板橋區信義路163巷4號9樓,26131858,121.45923,24.99264,中華民國59年08月23日 03:38:51
大新食品有限公司,1000112,新北市土城區中山路51號,53180430,121.42778,24.96576,中華民國59年08月23日 03:38:51
松村實業有限公司,1000129,新北市新莊區民安路420巷1號之8,80406137,121.43186,25.02216,中華民國59年08月23日 03:38:51
滿盈食品有限公司五股廠,1000181,新北市五股區五工二路106巷7號1樓,53092561,121.45814,25.06895,中華民國59年08月23日 03:38:51
威斯登食品有限公司,1000202,新北市新莊區新樹路501號之1(1、3、4樓),29171740,121.4328,25.01155,中華民國59年08月23日 03:38:51
金軒揚食品有限公司,1000203,新北市中和區錦和路30號(1、2樓),12716851,121.48684,25.00134,中華民國59年08月23日 03:38:51
承恩食品企業股份有限公司,1000231,新北市中和區橋安街1號2樓,80587411,121.49267,25.00312,中華民國59年08月23日 03:38:51
耕耘川有限公司,1000235,新北市新莊區化成路314巷26號1樓,27442113,121.46714,25.04863,中華民國59年08月23日 03:38:51
小南門食品有限公司,1000260,新北市中和區中山路2段340巷35號1、2、3樓,28544068,121.49325,25.00362,中華民國59年08月23日 03:38:51
盛蒼企業有限公司,65000016,新北市中和區中山路3段120之10號9樓,70450859,121.47569,25.00605,中華民國59年08月23日 03:38:51
仲輝食品有限公司,65000019,新北市三重區中正北路315巷6弄35號,53192956,121.47593,25.07203,中華民國59年08月23日 03:38:51
晶盈食品有限公司,65000020,新北市汐止區福德一路381巷10號1樓,80286371,121.62827,25.06042,中華民國59年08月23日 03:38:51
弘泉食品行,65000026,新北市三重區重新路2段36巷14號1樓,26511338,121.4997,25.06243,中華民國59年08月23日 03:38:51
新山食品股份有限公司,65000828,新北市汐止區福德一路430巷27號5樓,53199971,121.62497,25.06015,中華民國59年08月23日 03:38:51
建鹽企業有限公司,65000059,新北市八里區博物館路199號3樓,16168406,121.40548,25.15621,中華民國59年08月23日 03:38:51
王記府城肉粽有限公司汐止廠,65000174,新北市汐止區大同路3段369巷36號1樓,53111005,121.67628,25.07385,中華民國59年08月23日 03:38:51
逢興生物科技股份有限公司二廠,65000225,新北市中和區立德街148巷58號4樓,12954810,121.48621,25.00929,中華民國59年08月23日 03:38:51
美力香食品股份有限公司,65000261,新北市土城區復興街5號1樓、2樓,53210379,121.42648,24.96795,中華民國59年08月23日 03:38:51
新力香食品有限公司二廠,65000283,新北市三峽區介壽路一段318巷17號1樓,16186501,121.38115,24.92933,中華民國59年08月23日 03:38:51
唯意食品企業有限公司,65000299,新北市三芝區古庄里四棧橋53之10號1樓,53186820,121.48422,25.26539,中華民國59年08月23日 03:38:51
清香號沙茶食品有限公司,65000316,新北市新莊區福營路97巷13號1樓,25123731,121.43493,25.0319,中華民國59年08月23日 03:38:51
台光食品行,65000320,新北市三重區仁華街78號1樓及1樓夾層,99417227,121.48472,25.08304,中華民國59年08月23日 03:38:51
風華食品有限公司,65000337,新北市新莊區新樹路69之96號1樓,28561164,121.43785,25.02774,中華民國59年08月23日 03:38:51
甘泉生物科技有限公司,65000405,新北市新店區中正路560巷2號3、4樓,24206501,121.53406,24.98717,中華民國59年08月23日 03:38:51
燕莊實業有限公司,65000435,新北市中和區員山路504號4樓之5,28488050,121.47955,25.0081,中華民國59年08月23日 03:38:51
宏遠國際餐飲股份有限公司五股二廠,65000436,新北市五股區五權路54號,25094980,121.45412,25.06907,中華民國59年08月23日 03:38:51
三義食品工廠,65000480,新北市樹林區三俊街199巷12弄7號1、2樓,19516695,121.42065,25.01643,中華民國59年08月23日 03:38:51
薩摩亞商客來喜餐飲股份有限公司台灣分公司,65000483,新北市新店區復興路45號4樓、5樓、6樓,28427006,121.53676,24.98689,中華民國59年08月23日 03:38:51
王德興茶業股份有限公司,65000496,新北市中和區橋和路56號6樓,80288981,121.48943,25.00508,中華民國59年08月23日 03:38:51
卡羅國際企業股份有限公司,65000530,新北市汐止區康寧街157、159、161號7樓,14015243,121.6223,25.06716,中華民國59年08月23日 03:38:51
吉翔食品有限公司,65000585,新北市中和區員山路506巷17號1、2樓,28131382,121.4805,25.00909,中華民國59年08月23日 03:38:51
雅傳企業有限公司樹林廠,65000606,新北市樹林區太平路8號1樓,86487500,121.41841,24.98476,中華民國59年08月23日 03:38:51
醇味食品有限公司,65000608,新北市瑞芳區大寮路114之1號,53226175,121.78044,25.09805,中華民國59年08月23日 03:38:51
生發號農產有限公司,65000615,新北市淡水區北投子77之1號1樓,27746925,121.45832,25.17923,中華民國59年08月23日 03:38:51
豪仕達食品企業有限公司,65000676,新北市三重區光復路2段88巷41號1樓,80187978,121.46991,25.05742,中華民國59年08月23日 03:38:51
陽銘有限公司淡水廠,65000683,新北市淡水區口湖子1之8號1樓,89632319,121.4763,25.18857,中華民國59年08月23日 03:38:51
澎富企業有限公司,65000734,新北市中和區員山路506-1號3樓,28445089,121.47941,25.00863,中華民國59年08月23日 03:38:51
日鴻食品有限公司,65000735,新北市板橋區和平路15號2樓,53417131,121.45986,24.9946,中華民國59年08月23日 03:38:51
紘裕食品股份有限公司,65000742,新北市三峽區介壽路1段276巷5號1樓,24370489,121.38041,24.92815,中華民國59年08月23日 03:38:51
派特芙德有限公司,65000750,新北市新店區寶橋路154巷5號2樓,24488635,121.54883,24.97648,中華民國59年08月23日 03:38:51
維格餅家股份有限公司,65000787,新北市五股區成泰路1段87號(2、3樓)及87之1號(4、5樓),80490319,121.43502,25.06879,中華民國59年08月23日 03:38:51
英屬蓋曼群島商花蓮香股份有限公司台灣分公司新店廠,65000793,新北市新店區寶中路95之3號3樓,53000036,121.54872,24.98076,中華民國59年08月23日 03:38:51
奕瑪國際行銷股份有限公司,65000807,新北市新莊區五權一路9號7樓之3,12777300,121.45891,25.06727,中華民國59年08月23日 03:38:51
顓陽實業有限公司,65000829,新北市新莊區中正路566號1、2樓,28192021,121.4277,25.03062,中華民國59年08月23日 03:38:51
東崎健康生技有限公司,65000857,新北市中和區立德街148巷10號7樓,24258676,121.4872,25.00879,中華民國59年08月23日 03:38:51
邰港科技股份有限公司(淡水一廠),65000872,新北市淡水區中正東路1段3巷39號10樓,20833311,121.45211,25.16603,中華民國59年08月23日 03:38:51
史瑞克商行,65000893,新北市泰山區明志路3段513號2樓,9634526,121.42116,25.03203,中華民國59年08月23日 03:38:51
重門製茶工廠,65000906,新北市石門區石門里內石門79號,37091805,121.56625,25.26001,中華民國59年08月23日 03:38:51
傳統集美餐飲有限公司,65000967,新北市新莊區中正路25號1樓,53222754,121.46379,25.04086,中華民國59年08月23日 03:38:51
台灣壹番屋股份有限公司,65001021,新北市中和區橋安街11號1樓,12665635,121.49266,25.00361,中華民國59年08月23日 03:38:51
吉美食品廠樹林廠,65001055,新北市樹林區八德街492巷5號1、2樓,34110272,121.40028,24.97088,中華民國59年08月23日 03:38:51
維宏食品有限公司,65001070,新北市中和區連城路134巷3號1、2、3樓及5號1樓,28752001,121.49542,24.99961,中華民國59年08月23日 03:38:51
旭鴻國際企業有限公司,65001093,新北市新店區寶興路45巷8弄2號4樓,25120729,121.55001,24.97456,中華民國59年08月23日 03:38:51
上島食品股份有限公司土城廠,65001130,新北市土城區日新街33巷15號1、2樓,80164927,121.44279,24.98725,中華民國59年08月23日 03:38:51
泰鄉食品廠有限公司,T6500066,新北市三峽區添福里2鄰15-14號,25144172,121.38095,24.8972,中華民國59年08月23日 03:38:51
旺默食品企業有限公司,65001161,新北市土城區忠承路91、95號1樓及81、83、85、87、91、95、99號4樓,27391590,121.43897,24.96478,中華民國59年08月23日 03:38:51
山本旺實業有限公司,65001165,新北市三峽區嘉添181之15號（1、2樓）,80654641,121.37003,24.9114,中華民國59年08月23日 03:38:51
士峯食品有限公司,T6500072,新北市新店區柴埕路60巷15-3號,86946630,121.5083,24.9646,中華民國59年08月23日 03:38:51
鑫記食品行,T6500085,新北市樹林區福順街43號1樓,9880744,121.4159,24.97868,中華民國59年08月23日 03:38:51
金福臻生技有限公司,65001271,新北市中和區建康路59號1樓,53466505,121.48686,25.00067,中華民國59年08月23日 03:38:51
薩摩亞商巧詣有限公司台灣分公司,65001295,新北市汐止區康寧街161、163號4樓,53016451,121.62246,25.06698,中華民國59年08月23日 03:38:51
長宏醫藥生技股份有限公司,65001310,新北市五股區五權七路24號6樓,25137313,121.44864,25.06656,中華民國59年08月23日 03:38:51
上將食品有限公司,65001313,新北市新莊區幸福東路86號1、2、3樓、90號、92號,53685810,121.46401,25.04953,中華民國59年08月23日 03:38:51
鮮機食品生技股份有限公司,65001345,新北市新莊區福營路240號1樓,53679161,121.42665,25.0292,中華民國59年08月23日 03:38:51
久翔食品股份有限公司,65001372,新北市樹林區武林街16號之1(1~2樓)，16之2號1樓,54728577,121.42087,25.00348,中華民國59年08月23日 03:38:51
魯都香食品有限公司,65001387,新北市樹林區三龍街94巷20號1、2樓,53437636,121.41436,25.01789,中華民國59年08月23日 03:38:51
匯芯農產品商業有限公司,65001420,新北市樹林區民權街5巷19弄8號,53464611,121.39563,24.95863,中華民國59年08月23日 03:38:51
丹鐠實業有限公司,65001448,新北市樹林區俊安街24巷10弄8號(1樓),70534458,121.41885,25.01416,中華民國59年08月23日 03:38:51
益品食品有限公司,65001465,新北市汐止區長安路179號1樓,53685001,121.67187,25.0773,中華民國59年08月23日 03:38:51
賀業有限公司,65001526,新北市新莊區福營路227巷33號1、2樓,23071527,121.4303,25.02907,中華民國59年08月23日 03:38:51
高涓科技有限公司,65001537,新北市新莊區新樹路67巷46號1樓,28129246,121.44097,25.03051,中華民國59年08月23日 03:38:51
幸福溫度食品股份有限公司,65001541,新北市林口區工三路4號2樓,53699238,121.40075,25.07947,中華民國59年08月23日 03:38:51
祥禾食品有限公司樹林廠,65001561,新北市樹林區東順街90巷13號1樓,80208501,121.40832,24.97655,中華民國59年08月23日 03:38:51
喜之坊食品有限公司汐止廠,65001579,新北市汐止區南陽街121巷17號1、2樓,22870754,121.62495,25.06093,中華民國59年08月23日 03:38:51
永爗企業有限公司,65001591,新北市新莊區化成路389巷33號1、2樓,86454748,121.46339,25.05799,中華民國59年08月23日 03:38:51
拉瑞亞有限公司,65001593,新北市深坑區北深路3段270巷16號2樓之5、之6,70377252,121.59915,25.00597,中華民國59年08月23日 03:38:51
新北市坪林區農會(茶產品加工場),T6500167,新北市坪林區坪林里坪林路102號,38045604,121.71284,24.94237,中華民國59年08月23日 03:38:51
忠義實業有限公司,65001604,新北市樹林區八德街280巷3號1、2樓,28552926,121.41048,24.97042,中華民國59年08月23日 03:38:51
千翔食品有限公司,65001618,新北市三重區興德路131巷32號1、2、3樓,86469910,121.46973,25.05401,中華民國59年08月23日 03:38:51
豪記川野食品有限公司蘆洲廠,65001623,新北市蘆洲區和平路51號(1、2樓),25083581,121.47051,25.07906,中華民國59年08月23日 03:38:51
光享實業有限公司,65001649,新北市中和區中山路2段327巷11弄2號4樓,53103194,121.4938,25.00072,中華民國59年08月23日 03:38:51
憶仙實業有限公司板橋廠,T6500179,新北市板橋區文化路一段285巷2弄19號1樓,89584718,121.46424,25.01944,中華民國59年08月23日 03:38:51
麥德凱生科股份有限公司,65001661,新北市淡水區中正東路1段3巷41號7樓,27651835,121.45247,25.16569,中華民國59年08月23日 03:38:51
立盛食品有限公司,65001676,新北市蘆洲區國道路2段115號1、2樓,80460743,121.47026,25.07491,中華民國59年08月23日 03:38:51
馬克老爹有限公司,65001693,新北市汐止區大同路1段302巷22號1樓,24378068,121.6364,25.05705,中華民國59年08月23日 03:38:51
春保食品股份有限公司,65001706,新北市新店區寶興路53號5樓,53097691,121.54978,24.9728,中華民國59年08月23日 03:38:51
每一天調理食品有限公司樹林廠,T6500201,新北市樹林區八德街343號2至3樓,27878100,121.41856,24.97367,中華民國59年08月23日 03:38:51
耆盛企業股份有限公司,65001778,新北市樹林區八德街280巷3號3樓,84342380,121.41048,24.97042,中華民國59年08月23日 03:38:51
芬斯特股份有限公司新店廠,65001784,新北市新店區中正路501-16號5樓,27602672,121.53358,24.98362,中華民國59年08月23日 03:38:51
西德有機化學藥品股份有限公司五股二廠,65001795,新北市五股區五工六路56號2、3、4樓,35152903,121.44763,25.06874,中華民國59年08月23日 03:38:51
樸實股份有限公司,65001796,新北市三重區中正北路518號6樓,53212799,121.47205,25.07174,中華民國59年08月23日 03:38:51
冠庭國際股份有限公司三重廠,65001821,新北市三重區重新路5段609巷14號之12(1樓),53530529,121.46737,25.04614,中華民國59年08月23日 03:38:51
德開利有限公司,65001823,新北市新店區寶興路45巷6弄11號3樓,28556964,121.5509,24.97428,中華民國59年08月23日 03:38:51
美食家點心坊,T6500232,新北市五股區西雲路290號,21554723,121.4497,25.09902,中華民國59年08月23日 03:38:51
憶仙實業有限公司,T6500234,新北市樹林區柑園街一段33巷6號1樓,89584718,121.40374,24.95971,中華民國59年08月23日 03:38:51
雄鼎食品行,T6500245,新北市樹林區大安路145巷16號1、2樓,14735799,121.42253,24.99644,中華民國59年08月23日 03:38:51
福星食品有限公司,65001841,新北市三重區興德路141巷1號及3號(各1、2、3樓),86526638,121.46971,25.05307,中華民國59年08月23日 03:38:51
振頤軒食品企業有限公司,65001847,新北市樹林區光興街91之2號1、2樓,53428502,121.40934,25.00257,中華民國59年08月23日 03:38:51
錦發製麵工坊,65001848,新北市新莊區思源路43巷11號1樓,26744688,121.45936,25.03985,中華民國59年08月23日 03:38:51
富陽生技有限公司,65001872,新北市八里區龍米路1段96號2樓、3樓,53928534,121.45423,25.12451,中華民國59年08月23日 03:38:51
八方雲集國際股份有限公司,65001883,新北市淡水區水源里水梘頭42之1號(1、2、3、4樓),70472679,121.44104,25.16949,中華民國59年08月23日 03:38:51
糖藝食品股份有限公司泰山廠,65001887,新北市泰山區新北大道6段397、409號7樓,53685419,121.42141,25.03213,中華民國59年08月23日 03:38:51
國鼎生物科技股份有限公司淡水二廠,65001900,新北市淡水區中正東路1段3巷9號4樓、11號4樓之1,80280616,121.45174,25.16551,中華民國59年08月23日 03:38:51
阜康食品有限公司,65001902,新北市五股區中興路2段9巷30號1樓,27752593,121.46296,25.07244,中華民國59年08月23日 03:38:51
楊堃興業有限公司,65001937,新北市新莊區雙鳳路111號6樓,86285357,121.41386,25.02808,中華民國59年08月23日 03:38:51
永淇麵包店,65001952,新北市淡水區淡金路3段280之1號1樓,99094134,121.44893,25.20698,中華民國59年08月23日 03:38:51
津川良製股份有限公司,65001953,新北市汐止區中興路31號6樓,66556850,121.63462,25.06177,中華民國59年08月23日 03:38:51
虹宴餐飲股份有限公司,65001975,新北市新莊區後港一路145、147號(2樓),53422541,121.43095,25.02793,中華民國59年08月23日 03:38:51
全滋稻食品有限公司中和廠,65001979,新北市中和區中山路2段340巷57號1、2樓,53693396,121.49295,25.00452,中華民國59年08月23日 03:38:51
金蕎食品有限公司,65001987,新北市中和區連城路222巷2弄5號2樓,27831746,121.49155,24.99724,中華民國59年08月23日 03:38:51
鴻福食品工廠有限公司,T6500296,新北市板橋區金門街369巷63-1號(前段),34440941,121.43346,24.99515,中華民國59年08月23日 03:38:51
富澄御坊股份有限公司,65002024,新北市土城區中華路1段56巷13號1、2樓,53696041,121.44506,24.98903,中華民國59年08月23日 03:38:51
韓蜜食品有限公司,65002025,新北市鶯歌區二甲路中心巷13弄2號1、2、3樓,27899750,121.33767,24.9353,中華民國59年08月23日 03:38:51
廣珍企業有限公司,65002027,新北市三重區中興北街150巷32號1樓,16942879,121.46755,25.05637,中華民國59年08月23日 03:38:51
有泰香料化學股份有限公司,65002033,新北市樹林區俊英街224巷1號1、2、3樓,9418745,121.42529,25.01034,中華民國59年08月23日 03:38:51
承威企業有限公司,65002036,新北市汐止區大安街56巷7弄15號1、2樓,23295701,121.67743,25.07365,中華民國59年08月23日 03:38:51
鼎珍食品工業股份有限公司,65002045,新北市新莊區後港一路198號,79980555,121.43305,25.02826,中華民國59年08月23日 03:38:51
小潘蛋糕坊板橋一廠,65002050,新北市板橋區和平路29號5樓,26131858,121.45986,24.99562,中華民國59年08月23日 03:38:51
盈浜企業有限公司土城廠,65002076,新北市土城區承天路67號1至3樓,70604138,121.43963,24.96343,中華民國59年08月23日 03:38:51
裕昌肉品有限公司,65002123,新北市蘆洲區正和街63巷24號1、2樓,80005301,121.46926,25.08044,中華民國59年08月23日 03:38:51
青潭源泉企業社,T6500334,新北市樹林區柑園街一段157號1樓,66953507,121.40039,24.95813,中華民國59年08月23日 03:38:51
揚明食品有限公司,65002270,新北市樹林區中山路2段151巷15弄10號1樓,54016140,121.40797,24.97716,中華民國59年08月23日 03:38:51
艾隆餐飲股份有限公司,65002145,新北市林口區工五路2之1號,53716969,121.40171,25.07875,中華民國59年08月23日 03:38:51
阿婆鐵蛋有限公司,65002175,新北市淡水區中正東路1段3巷21、23號8樓,25151335,121.45188,25.16592,中華民國59年08月23日 03:38:51
士平企業有限公司新莊廠,65002188,新北市新莊區新樹路67巷8號1樓,28774568,121.43971,25.03007,中華民國59年08月23日 03:38:51
馬可先生食品企業有限公司台北廠,65002192,新北市三重區國道路1段68號1樓及69號1樓,27410800,121.48066,25.0728,中華民國59年08月23日 03:38:51
力尹食品有限公司,65002193,新北市汐止區福德一路342巷2弄3號4樓,29166731,121.62964,25.0633,中華民國59年08月23日 03:38:51
丞儲國際有限公司,65002202,新北市汐止區大同路3段322號1樓,54033112,121.67904,25.07102,中華民國59年08月23日 03:38:51
金夆食品有限公司,65002203,新北市中和區連城路134巷1號(1樓),54049199,121.49556,24.99932,中華民國59年08月23日 03:38:51
芬芳烹材股份有限公司山佳廠,65002243,新北市樹林區中山路2段151巷23號(1~2樓),84503548,121.40799,24.97786,中華民國59年08月23日 03:38:51
生興莊食品行,65002246,新北市新店區中興路2段218巷8號1樓,48781551,121.54883,24.97498,中華民國59年08月23日 03:38:51
統一多拿滋股份有限公司土城廠,65002248,新北市土城區中興路20號1、2、3樓,27359304,121.42563,24.96637,中華民國59年08月23日 03:38:51
阿默企業有限公司,65002283,新北市土城區忠承路83、87、91、95號2、3樓,16602990,121.43897,24.96478,中華民國59年08月23日 03:38:51
雅式小西點坊,T6500353,新北市土城區延壽路77巷3-2號1樓及地下一樓,99432466,121.46907,24.99255,中華民國59年08月23日 03:38:51
德揚食品有限公司,65002318,新北市三峽區嘉添225之2號1樓,28525196,121.36996,24.9103,中華民國59年08月23日 03:38:51
順順食品有限公司,65002321,新北市淡水區中正東路2段69之11號2樓,29180797,121.45958,25.15458,中華民國59年08月23日 03:38:51
潞華實業有限公司新莊廠,65002348,新北市新莊區思源路109巷3號2樓,27663847,121.45917,25.04198,中華民國59年08月23日 03:38:51
蕃老爹有限公司,65002351,新北市新店區寶中路78號4樓,54178600,121.54831,24.98054,中華民國59年08月23日 03:38:51
妙吉食品廠,65002793,新北市土城區中央路2段390巷33號1樓,26522882,121.43829,24.97213,中華民國59年08月23日 03:38:51
四季甜煮食品有限公司八里廠,65002386,新北市八里區觀海大道241號1樓,25035815,121.41732,25.16269,中華民國59年08月23日 03:38:51
源森興業有限公司,65002402,新北市中和區立德街148巷2號4樓,53434602,121.48737,25.00871,中華民國59年08月23日 03:38:51
香喜富企業有限公司,65002417,新北市中和區中板路15巷11號5樓,54278158,121.4844,25.01118,中華民國59年08月23日 03:38:51
廣昇股份有限公司五股廠,65002428,新北市新莊區五權一路9號8樓之3,54169503,121.45891,25.06727,中華民國59年08月23日 03:38:51
亞多夢股份有限公司,65002431,新北市三重區中正北路508巷77號1樓,53724216,121.47257,25.06929,中華民國59年08月23日 03:38:51
亞永實業股份有限公司,65002435,新北市新店區寶興路45巷8弄1號4樓,5066108,121.55022,24.97477,中華民國59年08月23日 03:38:51
金界粿行,T6500374,新北市三重區福田里自由街61號1樓,18271378,121.47821,25.06655,中華民國59年08月23日 03:38:51
振發食品行,T6500375,新北市三重區頂崁街217巷8號1樓,26753519,121.47799,25.06771,中華民國59年08月23日 03:38:51
元鯕股份有限公司,65002463,新北市中和區連城路114號1樓,53115419,121.49615,24.99967,中華民國59年08月23日 03:38:51
舍利蓮有限公司福德廠,65002466,新北市汐止區福德一路310巷7弄1之3號,53190789,121.63083,25.06367,中華民國59年08月23日 03:38:51
原企有限公司,65002472,新北市三重區大勇街82巷26弄29號1樓,24489016,121.47846,25.07211,中華民國59年08月23日 03:38:51
匠菓子食品生技有限公司,65002473,新北市汐止區福德一路405巷2號1樓,54274028,121.62734,25.05999,中華民國59年08月23日 03:38:51
翔鶴糖廍有限公司,65002496,新北市八里區博物館路203號1樓,54277685,121.40536,25.15609,中華民國59年08月23日 03:38:51
慶桐食品有限公司,65002541,新北市汐止區福德一路421巷15號1、2樓、17號1、2樓,54273920,121.62716,25.05939,中華民國59年08月23日 03:38:51
御軒食品有限公司土城廠,65002546,新北市土城區日新街37之1號,25021397,121.44408,24.98789,中華民國59年08月23日 03:38:51
典藏藝術家庭股份有限公司,65002592,新北市土城區中央路3段76巷49弄12號,70555447,121.43475,24.96908,中華民國59年08月23日 03:38:51
優質澱粉有限公司,65002593,新北市林口區文化二路2段379號(1樓及夾層),28587740,121.38161,25.08696,中華民國59年08月23日 03:38:51
羿碩興業有限公司,65002596,新北市樹林區柑園街2段122巷5號2樓,54058160,121.38424,24.95541,中華民國59年08月23日 03:38:51
苦行生化科技有限公司土城廠,65002597,新北市土城區自強街11巷3號4樓,80072151,121.42975,24.97031,中華民國59年08月23日 03:38:51
王師父食品有限公司,65002605,新北市中和區立德街52巷6號2樓,96873381,121.48861,25.00779,中華民國59年08月23日 03:38:51
台灣通用磨坊股份有限公司,65002607,新北市土城區中山路12號1樓、2樓、3樓、4樓,86384960,121.41734,24.96199,中華民國59年08月23日 03:38:51
金品源食品工廠,65002617,新北市中和區建八路164巷2號1、2樓,31421408,121.49009,24.99832,中華民國59年08月23日 03:38:51
